1,8.46978
2,9.59283
3,8.63433
4,9.86184
5,8.05784
6,8.31134
7,7.58424
8,7.10007
9,8.57306
10,7.55788
11,7.88006
12,8.32386
13,7.9753
14,7.23729
15,7.81063
16,8.46952
17,8.30942
18,7.28503
19,7.05701
20,8.49179
21,7.45116
22,7.54747
23,7.51762
24,8.12232
25,7.13988
26,8.10213
27,8.05525
28,7.51971
29,7.60161
30,8.46545
31,7.17778
32,6.90932
33,8.89348
34,8.15687
35,6.03049
36,6.49054
37,6.38465
38,7.05602
39,8.1266
40,6.24988
41,6.33904
42,6.14798
43,5.70229
44,6.28039
45,8.09
46,7.2066
47,8.27403
48,8.41236
49,9.31655
50,7.81245
51,8.43259
52,8.01798
53,8.77219
54,7.85435
55,8.77982
56,9.23935
57,9.05096
58,9.75543
59,8.48678
60,8.28208
61,8.71889
62,8.71889
63,9.39942
64,8.71783
65,9.03097
66,8.75739
67,7.93838
68,9.18833
69,8.2034
70,6.70048
71,6.61279
72,7.35929
73,7.10991
74,5.92556
75,6.43395
76,7.30574
77,6.53603
78,7.10963
79,4.73561
80,6.48104
81,6.90494
82,6.34576
83,6.49647
84,7.19226
85,7.55836
86,9.33603
87,8.38292
88,7.91758
89,7.79911
90,6.83291
91,7.7514
92,6.11169
93,6.11169
94,7.84171
95,7.07945
96,7.86193
97,7.39857
98,7.82834
99,9.27135
100,8.31227
101,7.65595
102,8.69922
103,7.34054
104,7.84982
105,7.74411
106,7.264
107,6.21241
108,6.87132
109,7.80416
110,6.64106
111,7.29639
112,8.79156
113,7.2666
114,8.17156
115,7.72716
116,8.17698
117,8.80242
118,9.48053
119,8.50278
120,9.09025
121,8.28966
122,8.22053
123,9.98646
124,9.98734
125,8.84568
126,8.95331
127,9.22099
128,9.1161
129,8.74555
130,8.46526
131,9.23444
132,8.51455
133,6.24644
134,9.57463
135,8.96796
136,7.20513
137,7.52149
138,8.73379
139,8.41085
140,8.10246
141,8.72565
142,8.90863
143,7.7641
144,8.3796
145,10.1021
146,9.46964
147,7.35934
148,8.38954
149,8.25745
150,9.03829
151,8.18033
152,7.11346
153,8.62669
154,9.46677
155,9.46677
156,7.72625
157,7.67347
158,8.85625
159,8.04108
160,8.16151
161,10.1199
162,9.30639
163,9.37095
164,10.9935
165,9.82512
166,10.3639
167,9.6519
168,8.66496
169,8.36139
170,9.98495
171,9.67735
172,8.87132
173,8.35375
174,9.39954
175,7.75737
176,9.86094
177,9.42352
178,10.192
179,10.3425
180,7.81399
181,9.16081
182,8.95473
183,9.28075
184,9.19234
185,8.63676
186,8.63676
187,9.79162
188,8.96387
189,9.53601
190,9.91675
191,9.73013
192,10.0575
193,10.0389
194,9.7229
195,9.42411
196,7.98806
197,10.6719
198,10.4258
199,9.44655
200,10.4546
201,9.94427
202,10.5201
203,10.2077
204,11.1317
205,11.8817
206,11.4247
207,10.6721
208,11.3621
209,10.7023
210,10.6077
211,10.9728
212,10.5563
213,11.6786
214,11.7032
215,10.5318
216,11.7897
217,11.7897
218,10.7581
219,11.5749
220,10.7873
221,10.1742
222,11.7743
223,10.5194
224,11.4346
225,11.3474
226,13.0119
227,10.366
228,11.4442
229,10.899
230,12.6827
231,11.4387
232,11.7054
233,12.4311
234,11.1693
235,11.4259
236,10.3497
237,11.5131
238,11.5513
239,12.1251
240,12.9412
241,11.6684
242,10.9808
243,12.0933
244,10.6034
245,11.5869
246,12.7035
247,12.7867
248,11.463
249,11.62
250,13.3032
251,10.6798
252,9.67562
253,9.21955
254,10.9685
255,9.44907
256,8.63215
257,9.77023
258,9.98166
259,10.6802
260,9.56622
261,7.94195
262,6.60345
263,7.06617
264,7.91433
265,6.84537
266,6.45951
267,5.64288
268,6.7278
269,7.38816
270,7.19651
271,9.57789
272,7.03313
273,7.48328
274,8.31634
275,7.34047
276,7.01731
277,6.6492
278,6.65038
279,8.31913
280,7.58553
281,6.56314
282,7.15608
283,8.92552
284,8.7168
285,9.08038
286,10.1596
287,9.02462
288,6.68797
289,8.58608
290,8.55352
291,8.00435
292,8.66135
293,6.14205
294,6.47481
295,7.10551
296,6.67521
297,6.24036
298,5.87101
299,7.56105
300,7.32061
301,7.07781
302,8.01768
303,7.86833
304,6.58297
305,6.16059
306,7.14711
307,6.80144
308,8.03692
